"M269_0227_"	"349105"	"1009008"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/M269_0227.xml"	"M269_0227"	""
"M269_0227_"	"349106"	"41"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/footnote.txt"	"M269_0227"	""
"M269_0227_0011.jpg"	"349107"	"5973012"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0011.jpg"	"M269_0227"	"0011.jpg"
"M269_0227_0014.jpg"	"349108"	"7647657"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0014.jpg"	"M269_0227"	"0014.jpg"
"M269_0227_0015.jpg"	"349109"	"2722971"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0015.jpg"	"M269_0227"	"0015.jpg"
"M269_0227_0016.jpg"	"349110"	"2578755"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0016.jpg"	"M269_0227"	"0016.jpg"
"M269_0227_0017.jpg"	"349111"	"2644331"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0017.jpg"	"M269_0227"	"0017.jpg"
"M269_0227_0018.jpg"	"349112"	"2594155"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0018.jpg"	"M269_0227"	"0018.jpg"
"M269_0227_0019.jpg"	"349113"	"2501125"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0019.jpg"	"M269_0227"	"0019.jpg"
"M269_0227_0020.jpg"	"349114"	"2596983"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0020.jpg"	"M269_0227"	"0020.jpg"
"M269_0227_0021.jpg"	"349115"	"2559615"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0021.jpg"	"M269_0227"	"0021.jpg"
"M269_0227_0022.jpg"	"349116"	"2611269"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0022.jpg"	"M269_0227"	"0022.jpg"
"M269_0227_0023.jpg"	"349117"	"2628336"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0023.jpg"	"M269_0227"	"0023.jpg"
"M269_0227_0024.jpg"	"349118"	"2591233"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0024.jpg"	"M269_0227"	"0024.jpg"
"M269_0227_0025.jpg"	"349119"	"2681347"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0025.jpg"	"M269_0227"	"0025.jpg"
"M269_0227_0026.jpg"	"349120"	"2639083"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0026.jpg"	"M269_0227"	"0026.jpg"
"M269_0227_0027.jpg"	"349121"	"2878792"	"00020/M269-ServRecConfedSold_Mississippi/M269_0227/M269_0227/images/0027.jpg"	"M269_0227"	"0027.jpg"
