"M269_0380_"	"660001"	"1078821"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/M269_0380.xml"	"M269_0380"	""
"M269_0380_"	"660002"	"41"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/footnote.txt"	"M269_0380"	""
"M269_0380_0006.jpg"	"660003"	"3711592"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0006.jpg"	"M269_0380"	"0006.jpg"
"M269_0380_0007.jpg"	"660004"	"5658609"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0007.jpg"	"M269_0380"	"0007.jpg"
"M269_0380_0008.jpg"	"660005"	"1690532"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0008.jpg"	"M269_0380"	"0008.jpg"
"M269_0380_0009.jpg"	"660006"	"1634934"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0009.jpg"	"M269_0380"	"0009.jpg"
"M269_0380_0010.jpg"	"660007"	"1617819"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0010.jpg"	"M269_0380"	"0010.jpg"
"M269_0380_0011.jpg"	"660008"	"1640702"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0011.jpg"	"M269_0380"	"0011.jpg"
"M269_0380_0012.jpg"	"660009"	"1732184"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0012.jpg"	"M269_0380"	"0012.jpg"
"M269_0380_0013.jpg"	"660010"	"1774763"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0013.jpg"	"M269_0380"	"0013.jpg"
"M269_0380_0014.jpg"	"660011"	"1889968"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0014.jpg"	"M269_0380"	"0014.jpg"
"M269_0380_0015.jpg"	"660012"	"5596955"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0015.jpg"	"M269_0380"	"0015.jpg"
"M269_0380_0016.jpg"	"660013"	"1691535"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0016.jpg"	"M269_0380"	"0016.jpg"
"M269_0380_0017.jpg"	"660014"	"1584749"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0017.jpg"	"M269_0380"	"0017.jpg"
"M269_0380_0018.jpg"	"660015"	"1702193"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0018.jpg"	"M269_0380"	"0018.jpg"
"M269_0380_0019.jpg"	"660016"	"1661315"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0019.jpg"	"M269_0380"	"0019.jpg"
"M269_0380_0020.jpg"	"660017"	"1622697"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0020.jpg"	"M269_0380"	"0020.jpg"
"M269_0380_0021.jpg"	"660018"	"1841626"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0021.jpg"	"M269_0380"	"0021.jpg"
"M269_0380_0022.jpg"	"660019"	"1618668"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0022.jpg"	"M269_0380"	"0022.jpg"
"M269_0380_0023.jpg"	"660020"	"1681588"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0023.jpg"	"M269_0380"	"0023.jpg"
"M269_0380_0024.jpg"	"660021"	"1619376"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0024.jpg"	"M269_0380"	"0024.jpg"
"M269_0380_0025.jpg"	"660022"	"1786410"	"21/M269-ServRecConfedSold_Mississippi/M269_0380/M269_0380/images/0025.jpg"	"M269_0380"	"0025.jpg"
